Overall Qual,Exter Qual,Bsmt Qual,1st Flr SF,Gr Liv Area,Kitchen Qual,Fireplace Qu,Garage Finish,Garage Area,Mas Vnr Avail,House_Style_1Story,House_Style_2Story,House_Style_Others,Foundation__CBlock,Foundation__Others,Foundation__PConc,Area_Side_East,Area_Side_North,Area_Side_South,Area_Side_West,Total_Bath,Age,Age_Renov,Bsmt_QC,Area_Rm_Ratio,SalePrice
8.0,3.0,4.0,1743,1743,3.0,2.0,3.0,529.0,0,1,0,0,1,0,0,0,0,0,1,2.5,31,31,3864.0,348.6,279000
6.0,2.0,3.0,1567,1567,3.0,3.0,2.0,714.0,0,1,0,0,0,0,1,0,0,1,0,3.0,32,32,4701.0,313.4,196000
7.0,2.0,4.0,1370,1370,2.0,3.0,2.0,479.0,1,1,0,0,1,0,0,0,1,0,0,2.0,33,33,3270.0,228.33,152000
5.0,2.0,3.0,1338,2634,2.0,0.0,1.0,968.0,1,0,1,0,1,0,0,0,1,0,0,4.5,40,40,3744.0,219.5,200000
8.0,3.0,5.0,1590,1590,4.0,0.0,3.0,754.0,1,1,0,0,0,0,1,0,0,0,1,3.5,1,0,4710.0,265.0,294900
7.0,3.0,4.0,1450,1450,3.0,0.0,2.0,788.0,1,1,0,0,0,0,1,0,0,0,1,2.0,1,0,4350.0,241.67,224243
6.0,2.0,2.0,846,1338,2.0,0.0,1.0,528.0,0,0,0,1,0,1,0,0,0,0,1,2.0,91,56,1664.0,191.14,92000
7.0,3.0,4.0,728,1456,3.0,4.0,3.0,400.0,0,0,1,0,0,0,1,0,1,0,0,2.5,0,0,2184.0,182.0,179540
4.0,2.0,4.0,530,992,2.0,0.0,3.0,297.0,0,0,0,1,1,0,0,0,0,1,0,2.0,37,37,1590.0,248.0,106500
10.0,4.0,5.0,1026,2007,4.0,5.0,3.0,812.0,1,0,1,0,0,0,1,0,1,0,0,3.5,1,1,3051.0,200.7,310000
7.0,3.0,4.0,1108,2385,3.0,3.0,3.0,600.0,1,0,1,0,0,0,1,0,1,0,0,2.5,9,9,3198.0,298.12,252000
7.0,2.0,3.0,918,1646,2.0,4.0,1.0,240.0,0,0,0,1,1,0,0,0,0,1,0,2.0,66,57,2754.0,235.14,164000
7.0,3.0,4.0,728,1456,3.0,0.0,3.0,400.0,1,0,1,0,0,0,1,0,1,0,0,2.5,0,0,2184.0,208.0,177594
5.0,2.0,3.0,548,1040,2.0,0.0,3.0,624.0,0,0,0,1,1,0,0,1,0,0,0,1.0,74,30,1056.0,208.0,123900
6.0,2.0,4.0,1370,2624,2.0,4.0,1.0,864.0,0,0,1,0,0,1,0,0,0,1,0,3.5,89,57,4110.0,262.4,239000
5.0,2.0,3.0,1264,1264,2.0,3.0,1.0,528.0,0,1,0,0,1,0,0,0,0,1,0,2.0,45,33,3204.0,180.57,169000
7.0,3.0,4.0,1557,1557,3.0,3.0,3.0,420.0,1,1,0,0,0,0,1,0,0,0,0,2.0,3,2,4122.0,222.43,234000
6.0,2.0,4.0,1287,1287,2.0,2.0,2.0,541.0,0,0,0,1,1,0,0,0,0,1,0,2.5,32,32,2871.0,257.4,173000
6.0,2.0,3.0,1004,1004,2.0,3.0,3.0,480.0,1,1,0,0,1,0,0,0,1,0,0,2.0,40,40,3012.0,200.8,149000
7.0,3.0,4.0,1162,1162,3.0,0.0,3.0,483.0,0,1,0,0,0,0,1,0,0,0,1,2.0,1,1,3486.0,193.67,170000
7.0,3.0,5.0,1436,1436,3.0,0.0,3.0,529.0,0,1,0,0,0,0,1,0,1,0,0,2.0,1,0,4308.0,239.33,225000
5.0,2.0,3.0,960,960,3.0,0.0,3.0,300.0,0,1,0,0,1,0,0,0,0,0,1,2.0,45,5,2880.0,160.0,144900
5.0,2.0,4.0,1196,1196,2.0,0.0,2.0,336.0,0,1,0,0,1,0,0,0,0,0,1,2.0,42,42,3588.0,199.33,144000
8.0,3.0,4.0,1269,1269,3.0,3.0,3.0,430.0,1,1,0,0,0,0,1,0,0,0,0,2.0,6,5,3768.0,211.5,192000
5.0,3.0,3.0,1031,1031,3.0,0.0,1.0,230.0,0,1,0,0,1,0,0,0,1,0,0,2.0,57,4,3093.0,206.2,145500
4.0,2.0,2.0,448,720,1.0,0.0,1.0,280.0,0,0,0,1,0,1,0,1,0,0,0,1.0,106,8,896.0,144.0,86900
6.0,2.0,3.0,1505,1505,2.0,3.0,2.0,505.0,1,1,0,0,1,0,0,0,1,0,0,2.0,56,56,4515.0,250.83,149500
5.0,2.0,2.0,954,954,1.0,4.0,1.0,240.0,0,1,0,0,0,0,1,0,0,1,0,1.0,69,57,1840.0,190.8,119750
6.0,2.0,4.0,750,1500,3.0,0.0,2.0,564.0,0,0,1,0,0,0,1,0,0,0,1,2.5,1,0,2250.0,250.0,173900
5.0,2.0,3.0,1050,1050,2.0,0.0,1.0,368.0,0,1,0,0,1,0,0,0,1,0,0,2.0,45,45,3150.0,175.0,136500
8.0,3.0,4.0,2079,2687,3.0,0.0,3.0,618.0,0,0,1,0,0,0,1,0,1,0,0,2.5,12,12,6186.0,298.56,270000
6.0,2.0,4.0,1252,1252,2.0,4.0,2.0,564.0,0,1,0,0,1,0,0,0,0,0,1,2.0,48,33,4806.0,313.0,235000
7.0,2.0,4.0,774,1430,2.0,3.0,2.0,400.0,0,0,0,1,0,0,1,0,1,0,0,2.5,10,9,1152.0,204.29,156000
5.0,2.0,4.0,1114,1114,3.0,0.0,1.0,576.0,0,1,0,0,0,0,1,0,0,0,1,3.0,6,5,3342.0,185.67,153000
6.0,2.0,5.0,1224,1224,2.0,0.0,3.0,402.0,1,1,0,0,0,0,1,0,0,1,0,3.0,10,10,3672.0,244.8,165000
9.0,3.0,4.0,1134,2504,4.0,4.0,3.0,656.0,1,0,1,0,0,0,1,0,1,0,0,2.5,3,1,4488.0,227.64,325000
5.0,2.0,3.0,760,1355,2.0,0.0,1.0,528.0,0,0,0,1,1,0,0,0,0,1,0,2.0,66,57,1456.0,271.0,140000
6.0,2.0,3.0,1497,2294,2.0,4.0,1.0,658.0,1,0,0,1,1,0,0,1,0,0,0,3.0,44,44,2223.0,254.89,202500
6.0,3.0,4.0,1509,1509,3.0,2.0,2.0,600.0,1,0,0,1,1,0,0,0,0,1,0,3.0,20,19,4383.0,301.8,175000
7.0,2.0,3.0,961,1717,3.0,4.0,1.0,642.0,0,0,1,0,0,1,0,0,0,1,0,2.0,91,36,3024.0,245.29,140000
7.0,2.0,4.0,1240,1240,3.0,0.0,1.0,528.0,0,1,0,0,1,0,0,0,0,1,0,2.5,22,22,3795.0,206.67,174000
7.0,3.0,4.0,1166,1166,3.0,0.0,3.0,400.0,1,0,0,1,0,0,1,0,1,0,0,3.0,3,3,2568.0,233.2,190000
5.0,3.0,3.0,764,1464,2.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0,2.0,99,7,1512.0,209.14,129000
6.0,2.0,3.0,1652,1652,3.0,4.0,2.0,510.0,1,1,0,0,1,0,0,0,1,0,0,2.5,48,16,4776.0,275.33,200000
6.0,2.0,4.0,1182,2142,3.0,4.0,3.0,509.0,1,0,1,0,1,0,0,0,1,0,0,2.5,41,41,2688.0,267.75,193500
6.0,2.0,4.0,1092,1092,2.0,0.0,2.0,504.0,1,1,0,0,1,0,0,0,1,0,0,2.0,44,44,3276.0,182.0,145000
7.0,3.0,3.0,1122,1671,2.0,4.0,1.0,451.0,1,0,0,1,0,1,0,0,0,1,0,2.0,77,56,3066.0,238.71,218000
5.0,2.0,0.0,1488,1488,2.0,5.0,2.0,569.0,1,1,0,0,0,1,0,0,0,0,1,1.0,54,4,0.0,212.57,135000
5.0,2.0,3.0,1624,1624,2.0,4.0,2.0,240.0,1,1,0,0,1,0,0,0,1,0,0,2.0,54,54,4332.0,270.67,146500
6.0,3.0,4.0,1362,1362,3.0,4.0,2.0,460.0,1,1,0,0,0,0,1,0,1,0,0,2.0,2,1,4086.0,227.0,194700
7.0,3.0,4.0,1218,1218,3.0,0.0,3.0,462.0,1,1,0,0,0,0,1,0,1,0,0,3.0,1,0,3654.0,203.0,230348
6.0,2.0,2.0,1068,1068,2.0,4.0,1.0,288.0,0,1,0,0,0,1,0,1,0,0,0,2.0,87,60,2248.0,213.6,109500
6.0,2.0,4.0,1625,1625,1.0,3.0,3.0,576.0,0,1,0,0,1,0,0,0,0,1,0,2.5,27,27,4875.0,270.83,242500
7.0,3.0,4.0,1064,1767,3.0,3.0,2.0,504.0,0,0,1,0,0,0,1,0,1,0,0,3.0,19,19,4256.0,353.4,239000
6.0,2.0,3.0,1050,1050,3.0,0.0,2.0,286.0,1,1,0,0,1,0,0,0,1,0,0,2.0,52,6,3150.0,175.0,156000
4.0,2.0,3.0,907,907,2.0,0.0,1.0,352.0,0,1,0,0,1,0,0,0,1,0,0,1.0,51,51,2721.0,181.4,109008
2.0,2.0,0.0,640,845,2.0,0.0,1.0,256.0,0,0,0,1,0,1,0,1,0,0,0,1.0,68,57,0.0,211.25,68104
8.0,3.0,4.0,1251,2501,3.0,3.0,2.0,751.0,1,0,1,0,0,0,1,0,1,0,0,2.5,13,13,3726.0,277.89,290000
5.0,2.0,4.0,1209,1209,2.0,0.0,2.0,504.0,0,1,0,0,0,0,1,0,1,0,0,2.0,44,44,3627.0,201.5,159000
4.0,2.0,3.0,453,906,2.0,0.0,1.0,231.0,0,0,1,0,0,0,1,1,0,0,0,1.0,71,58,1044.0,181.2,87000
8.0,3.0,4.0,1601,1601,3.0,3.0,2.0,670.0,1,1,0,0,0,0,1,0,0,0,1,3.0,9,8,4743.0,266.83,272000
7.0,3.0,4.0,1336,1336,3.0,0.0,1.0,502.0,0,1,0,0,0,0,1,0,0,0,1,3.0,1,0,4008.0,222.67,198000
4.0,2.0,3.0,1095,1656,2.0,0.0,1.0,440.0,0,0,0,1,0,1,0,1,0,0,0,2.0,68,23,2403.0,207.0,119164
5.0,2.0,0.0,1124,1124,2.0,4.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,1.0,52,52,0.0,224.8,93000
7.0,3.0,4.0,1008,1892,2.0,3.0,2.0,431.0,1,0,1,0,0,0,1,0,1,0,0,2.5,8,7,2946.0,236.5,226750
3.0,2.0,2.0,1014,1699,2.0,0.0,1.0,420.0,0,0,1,0,1,0,0,1,0,0,0,3.0,109,39,2934.0,242.71,95000
6.0,2.0,3.0,780,1416,2.0,0.0,1.0,312.0,0,0,0,1,1,0,0,1,0,0,0,1.5,62,60,2340.0,236.0,139900
3.0,2.0,3.0,1306,1306,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1.0,70,44,2184.0,217.67,76500
4.0,3.0,3.0,672,672,2.0,0.0,1.0,308.0,0,1,0,0,0,0,1,1,0,0,0,1.0,68,3,2016.0,168.0,86900
5.0,2.0,3.0,1160,1160,3.0,0.0,1.0,257.0,0,1,0,0,1,0,0,0,0,1,0,2.0,40,40,3339.0,193.33,152500
4.0,2.0,4.0,930,930,2.0,0.0,2.0,286.0,1,1,0,0,1,0,0,0,0,0,1,1.0,55,55,2733.0,186.0,99000
4.0,1.0,3.0,708,708,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1.0,69,59,1260.0,141.6,82500
6.0,3.0,4.0,1575,1575,3.0,0.0,2.0,529.0,0,1,0,0,0,0,1,0,0,0,1,3.0,15,15,4725.0,315.0,179200
5.0,2.0,3.0,1059,1059,2.0,0.0,3.0,286.0,0,1,0,0,1,0,0,0,0,0,1,2.0,40,40,3177.0,176.5,142500
4.0,2.0,3.0,1005,1005,2.0,0.0,1.0,440.0,0,1,0,0,1,0,0,0,0,0,1,2.0,43,43,3015.0,201.0,115400
7.0,3.0,4.0,1057,1929,3.0,3.0,3.0,650.0,0,0,1,0,0,0,1,0,1,0,0,3.5,6,6,3171.0,275.57,226000
7.0,3.0,4.0,520,1200,3.0,0.0,2.0,480.0,0,0,1,0,0,0,1,0,1,0,0,2.5,1,1,1800.0,300.0,144152
5.0,2.0,4.0,833,833,3.0,0.0,1.0,495.0,0,1,0,0,1,0,0,0,0,1,0,2.0,26,26,2499.0,166.6,149900
6.0,3.0,4.0,728,1456,2.0,0.0,2.0,429.0,0,0,1,0,0,0,1,0,1,0,0,2.5,0,0,2184.0,182.0,172785
5.0,2.0,3.0,864,864,3.0,0.0,2.0,720.0,0,1,0,0,1,0,0,0,1,0,0,2.0,57,5,2592.0,172.8,129000
6.0,2.0,4.0,1586,1586,2.0,3.0,1.0,435.0,0,1,0,0,1,0,0,0,1,0,0,2.0,30,11,2724.0,226.57,181000
5.0,2.0,3.0,1370,1370,2.0,3.0,2.0,300.0,1,0,0,1,1,0,0,0,1,0,0,2.0,50,50,3174.0,228.33,148000
6.0,2.0,4.0,914,914,3.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,2.0,4,4,2742.0,228.5,117250
7.0,3.0,4.0,1555,1555,3.0,3.0,3.0,430.0,1,1,0,0,0,0,1,0,0,0,0,2.0,4,3,4119.0,222.14,192500
6.0,2.0,4.0,716,1556,2.0,3.0,3.0,452.0,0,0,1,0,1,0,0,0,0,1,0,3.5,28,28,2148.0,259.33,151000
5.0,2.0,3.0,882,882,2.0,0.0,1.0,461.0,0,1,0,0,1,0,0,0,0,0,1,2.0,35,35,2646.0,176.4,112500
5.0,2.0,3.0,1167,1167,2.0,4.0,1.0,495.0,0,1,0,0,0,1,0,1,0,0,0,1.0,87,57,2745.0,194.5,144000
6.0,2.0,3.0,855,1456,3.0,3.0,1.0,440.0,0,0,1,0,1,0,0,0,1,0,0,2.5,35,35,2565.0,242.67,149900
7.0,3.0,4.0,831,1660,3.0,0.0,2.0,493.0,1,0,1,0,0,0,1,0,0,0,1,2.5,7,7,2493.0,237.14,195000
7.0,2.0,4.0,812,1482,3.0,3.0,3.0,392.0,1,0,0,1,0,0,1,0,1,0,0,2.5,15,15,1152.0,211.71,163900
6.0,2.0,4.0,1522,1522,2.0,3.0,3.0,552.0,1,1,0,0,0,0,1,0,0,0,1,2.0,23,23,3570.0,217.43,182000
5.0,2.0,4.0,1595,1595,2.0,0.0,1.0,672.0,0,1,0,0,0,0,1,0,0,1,0,3.0,18,18,4746.0,319.0,152000
7.0,3.0,4.0,891,1686,3.0,0.0,3.0,462.0,1,0,1,0,0,0,1,0,0,0,1,2.5,1,1,2673.0,210.75,184000
7.0,2.0,4.0,1344,1344,2.0,0.0,3.0,784.0,1,0,0,1,0,0,1,0,0,1,0,4.0,11,10,5376.0,168.0,206300
5.0,2.0,3.0,1652,1652,2.0,0.0,1.0,928.0,0,1,0,0,1,0,0,0,0,1,0,2.0,36,36,4956.0,206.5,146500
4.0,2.0,3.0,832,1337,2.0,0.0,1.0,263.0,0,0,0,1,1,0,0,0,1,0,0,1.0,54,54,2496.0,267.4,108000
7.0,2.0,3.0,1222,1920,3.0,3.0,2.0,487.0,1,0,0,1,1,0,0,0,1,0,0,3.0,38,14,1710.0,240.0,170000
6.0,3.0,4.0,848,848,3.0,0.0,2.0,420.0,1,1,0,0,0,0,1,0,0,0,1,2.0,4,4,2544.0,282.67,145000
7.0,2.0,4.0,1055,1055,2.0,2.0,2.0,440.0,0,1,0,0,1,0,0,0,1,0,0,2.5,34,34,3171.0,263.75,123000
6.0,2.0,4.0,1291,1291,3.0,4.0,1.0,431.0,0,1,0,0,0,0,1,0,0,0,1,2.0,12,11,3873.0,215.17,173000
6.0,2.0,3.0,720,720,2.0,0.0,1.0,484.0,0,1,0,0,0,1,0,1,0,0,0,1.0,82,7,1872.0,144.0,105900
4.0,2.0,4.0,526,988,2.0,0.0,1.0,297.0,0,0,0,1,1,0,0,0,0,1,0,2.0,36,36,1386.0,197.6,91000
5.0,2.0,3.0,986,1523,1.0,3.0,1.0,295.0,0,0,0,1,0,1,0,0,0,1,0,3.0,60,4,3201.0,217.57,158000
7.0,3.0,4.0,864,1728,3.0,0.0,2.0,572.0,0,0,1,0,0,0,1,0,0,0,1,2.5,5,5,2592.0,246.86,190000
8.0,3.0,4.0,1239,1239,3.0,2.0,3.0,477.0,0,1,0,0,0,0,1,0,1,0,0,2.5,13,13,3690.0,309.75,217500
5.0,2.0,3.0,1151,1955,2.0,0.0,3.0,356.0,1,0,0,1,1,0,0,1,0,0,0,2.0,50,50,3453.0,279.29,165500
7.0,2.0,3.0,860,1564,1.0,4.0,1.0,234.0,0,0,1,0,1,0,0,0,0,1,0,1.5,68,59,2112.0,223.43,174500
4.0,2.0,5.0,1204,1204,2.0,0.0,1.0,312.0,0,0,0,1,1,0,0,0,0,0,1,1.0,54,54,1248.0,200.67,100000
6.0,2.0,3.0,1329,1329,3.0,0.0,1.0,312.0,1,1,0,0,1,0,0,0,1,0,0,1.5,52,52,3987.0,221.5,172000
5.0,2.0,3.0,879,879,2.0,0.0,1.0,440.0,0,1,0,0,1,0,0,0,0,0,1,1.0,32,32,2592.0,175.8,120000
4.0,1.0,3.0,841,841,2.0,0.0,1.0,294.0,0,1,0,0,1,0,0,0,0,0,1,1.0,59,59,1442.0,210.25,82000
6.0,2.0,3.0,900,1312,2.0,0.0,1.0,649.0,0,0,0,1,1,0,0,0,1,0,0,1.5,59,56,2352.0,218.67,127000
6.0,2.0,4.0,1134,2058,2.0,4.0,1.0,396.0,0,0,0,1,0,1,0,1,0,0,0,1.5,91,58,2205.0,257.25,129500
8.0,3.0,4.0,1360,1360,3.0,5.0,2.0,565.0,0,1,0,0,1,0,0,0,1,0,0,2.0,25,25,3660.0,340.0,187500
8.0,3.0,5.0,1786,1786,3.0,4.0,2.0,715.0,1,1,0,0,0,0,1,0,0,0,1,3.0,6,5,5334.0,297.67,300000
6.0,2.0,3.0,1097,1993,2.0,4.0,2.0,495.0,1,0,1,0,1,0,0,0,1,0,0,2.5,35,35,2475.0,249.12,190000
4.0,1.0,3.0,986,1362,2.0,0.0,1.0,280.0,0,0,0,1,0,1,0,0,0,0,1,2.0,87,57,1902.0,194.57,96000
7.0,3.0,4.0,1112,1550,3.0,0.0,3.0,438.0,1,0,1,0,0,0,1,0,1,0,0,3.0,3,2,3276.0,221.43,241000
5.0,2.0,3.0,1696,1696,2.0,3.0,2.0,349.0,0,1,0,0,1,0,0,0,0,0,1,1.5,45,45,3420.0,212.0,143900
4.0,2.0,3.0,546,1092,2.0,0.0,1.0,286.0,0,0,1,0,1,0,0,0,0,1,0,1.5,36,36,1638.0,218.4,87550
9.0,4.0,5.0,1752,1752,4.0,4.0,2.0,576.0,1,1,0,0,0,0,1,0,1,0,0,3.0,5,5,5256.0,292.0,319900
9.0,3.0,5.0,1800,1800,4.0,0.0,3.0,702.0,0,1,0,0,0,0,1,0,0,0,1,2.0,2,2,5400.0,257.14,239000
7.0,3.0,4.0,1108,2197,3.0,4.0,3.0,783.0,1,0,1,0,0,0,1,0,1,0,0,3.5,15,14,3240.0,244.11,287500
5.0,2.0,3.0,854,1382,2.0,0.0,1.0,660.0,0,0,0,1,1,0,0,1,0,0,0,1.5,66,57,2160.0,197.43,128500
7.0,3.0,4.0,847,1733,3.0,4.0,3.0,433.0,0,0,1,0,0,0,1,0,1,0,0,2.5,6,6,2541.0,247.57,185088
7.0,3.0,4.0,1402,1402,3.0,0.0,2.0,625.0,0,1,0,0,0,0,1,0,1,0,0,2.0,1,1,4206.0,200.29,229800
5.0,2.0,3.0,887,887,2.0,0.0,2.0,288.0,0,1,0,0,1,0,0,0,0,1,0,1.5,23,23,2592.0,177.4,124500
5.0,2.0,3.0,1051,1051,2.0,0.0,2.0,504.0,0,1,0,0,1,0,0,0,1,0,0,2.0,38,38,3153.0,175.17,142000
6.0,2.0,3.0,755,1510,2.0,0.0,1.0,216.0,0,0,1,0,0,0,1,0,0,1,0,1.0,86,56,2265.0,251.67,149000
5.0,2.0,3.0,1656,1656,2.0,0.0,1.0,506.0,1,1,0,0,1,0,0,0,1,0,0,2.0,35,35,4968.0,207.0,135000
6.0,2.0,4.0,958,958,2.0,3.0,2.0,440.0,0,1,0,0,1,0,0,0,1,0,0,2.0,31,31,3234.0,191.6,128000
5.0,2.0,3.0,1040,1040,2.0,0.0,3.0,686.0,0,1,0,0,1,0,0,0,0,0,1,2.5,39,39,3120.0,208.0,145000
5.0,2.0,3.0,661,1250,2.0,4.0,1.0,552.0,0,0,0,1,0,0,1,0,0,1,0,2.0,97,4,1983.0,156.25,139000
6.0,2.0,4.0,1140,1868,2.0,3.0,3.0,477.0,1,0,0,1,1,0,0,0,1,0,0,3.5,23,4,1755.0,266.86,178000
6.0,2.0,3.0,1445,2134,3.0,0.0,1.0,441.0,0,0,0,1,0,1,0,1,0,0,0,2.0,93,15,2532.0,213.4,214500
5.0,2.0,3.0,948,1928,2.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,2.0,90,11,2058.0,192.8,160000
7.0,3.0,4.0,1022,2060,3.0,3.0,2.0,390.0,1,0,1,0,0,0,1,0,1,0,0,3.5,10,10,2976.0,257.5,214000
6.0,2.0,3.0,861,1378,3.0,0.0,1.0,162.0,0,0,0,1,0,0,1,1,0,0,0,1.0,74,11,2703.0,229.67,128900
4.0,2.0,3.0,1622,1622,2.0,3.0,3.0,1356.0,1,1,0,0,1,0,0,0,0,1,0,2.0,46,32,3747.0,231.71,168000
8.0,3.0,5.0,955,1880,4.0,4.0,3.0,880.0,0,0,1,0,0,0,1,0,1,0,0,3.5,0,0,2865.0,235.0,310013
8.0,3.0,4.0,1088,1088,3.0,0.0,2.0,461.0,0,1,0,0,1,0,0,0,1,0,0,1.5,21,21,3222.0,217.6,170000
5.0,2.0,3.0,1040,1040,2.0,0.0,2.0,286.0,0,1,0,0,1,0,0,0,1,0,0,1.0,47,47,3120.0,173.33,133700
6.0,2.0,3.0,900,1502,3.0,3.0,1.0,180.0,0,0,1,0,0,0,1,0,0,1,0,1.5,84,11,1204.0,214.57,165000
6.0,2.0,3.0,483,987,2.0,0.0,1.0,264.0,1,0,1,0,1,0,0,0,1,0,0,1.5,37,37,1449.0,197.4,89500
6.0,2.0,3.0,1095,1095,2.0,0.0,2.0,264.0,1,0,0,1,1,0,0,0,1,0,0,2.0,48,48,1764.0,182.5,140000
7.0,3.0,4.0,970,1709,3.0,0.0,1.0,380.0,1,0,1,0,0,0,1,0,0,0,1,2.0,2,2,2910.0,244.14,134000
6.0,3.0,4.0,844,1731,3.0,0.0,2.0,462.0,0,0,1,0,0,0,1,0,0,0,1,3.5,14,13,2508.0,247.29,248500
4.0,2.0,3.0,960,960,2.0,0.0,1.0,364.0,0,0,0,1,1,0,0,0,0,0,1,1.5,41,5,2592.0,320.0,145000
6.0,2.0,4.0,811,1552,2.0,3.0,2.0,434.0,0,0,1,0,1,0,0,0,1,0,0,3.5,31,31,2139.0,258.67,179900
8.0,3.0,5.0,1795,1795,3.0,4.0,2.0,895.0,1,1,0,0,0,0,1,0,1,0,0,2.0,1,0,5385.0,256.43,147000
5.0,2.0,4.0,624,1274,2.0,0.0,1.0,576.0,0,0,1,0,0,0,1,0,0,1,0,1.5,19,19,1872.0,212.33,136000
6.0,2.0,3.0,848,1196,2.0,4.0,1.0,576.0,0,0,0,1,1,0,0,1,0,0,0,2.0,70,60,1716.0,199.33,128000
4.0,2.0,2.0,704,704,1.0,0.0,1.0,220.0,0,1,0,0,1,0,0,0,0,0,1,1.5,63,8,1680.0,176.0,88750
5.0,2.0,3.0,972,972,2.0,0.0,1.0,305.0,0,1,0,0,1,0,0,0,1,0,0,1.0,55,55,2916.0,194.4,122500
6.0,2.0,3.0,912,1458,2.0,4.0,1.0,330.0,0,0,0,1,1,0,0,0,1,0,0,1.5,62,60,2736.0,243.0,97500
6.0,2.0,3.0,1008,1008,2.0,0.0,2.0,430.0,1,1,0,0,1,0,0,0,1,0,0,1.0,43,43,3024.0,201.6,135000
9.0,4.0,5.0,1828,1828,3.0,4.0,1.0,774.0,1,1,0,0,0,0,1,0,1,0,0,2.0,0,0,5466.0,203.11,314813
3.0,1.0,3.0,1013,1526,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1.0,94,27,2026.0,254.33,85000
6.0,3.0,3.0,786,1176,2.0,0.0,1.0,624.0,0,0,0,1,0,1,0,1,0,0,0,1.0,72,9,2094.0,294.0,134900
5.0,2.0,3.0,1057,1057,3.0,0.0,1.0,288.0,1,1,0,0,1,0,0,0,0,0,1,1.5,51,7,3171.0,176.17,137000
5.0,2.0,3.0,1387,1387,2.0,3.0,2.0,300.0,0,1,0,0,1,0,0,0,1,0,0,2.0,39,31,2829.0,231.17,145000
3.0,2.0,3.0,840,840,1.0,0.0,1.0,250.0,0,1,0,0,0,0,1,1,0,0,0,1.0,86,56,2394.0,168.0,64000
5.0,2.0,3.0,848,1520,2.0,0.0,1.0,281.0,0,0,0,1,0,1,0,0,0,1,0,1.0,77,9,2379.0,253.33,159434
8.0,3.0,4.0,1542,1542,3.0,4.0,1.0,852.0,1,1,0,0,0,0,1,0,1,0,0,3.0,0,0,4626.0,257.0,260261
5.0,2.0,3.0,910,1385,2.0,0.0,1.0,720.0,0,0,0,1,1,0,0,0,1,0,0,2.0,58,58,2730.0,230.83,166000
5.0,2.0,3.0,936,936,2.0,1.0,2.0,288.0,0,0,0,1,1,0,0,0,1,0,0,2.0,45,45,2688.0,156.0,130000
5.0,2.0,2.0,824,1288,2.0,0.0,1.0,240.0,0,0,0,1,1,0,0,0,0,1,0,1.0,65,56,1648.0,214.67,112000
5.0,2.0,3.0,1128,1128,2.0,0.0,2.0,525.0,1,1,0,0,1,0,0,0,1,0,0,3.0,45,45,3360.0,188.0,155000
8.0,3.0,5.0,774,1968,4.0,4.0,3.0,680.0,1,0,1,0,0,0,1,0,0,1,0,2.5,1,0,2322.0,246.0,269500
6.0,2.0,3.0,1246,1246,2.0,4.0,2.0,441.0,0,0,0,1,1,0,0,0,1,0,0,2.0,42,42,3738.0,207.67,172000
7.0,2.0,3.0,960,1740,2.0,4.0,1.0,240.0,0,0,1,0,1,0,0,0,0,1,0,1.5,67,23,2400.0,290.0,219500
5.0,2.0,3.0,925,925,2.0,0.0,1.0,484.0,0,1,0,0,0,0,1,0,0,0,1,2.0,43,43,2775.0,185.0,133500
7.0,2.0,4.0,774,1430,2.0,3.0,2.0,400.0,0,0,0,1,0,0,1,0,1,0,0,2.5,7,7,1152.0,178.75,170000
8.0,3.0,3.0,930,1566,3.0,0.0,1.0,288.0,0,0,1,0,0,1,0,1,0,0,0,2.0,110,7,2790.0,223.71,150000
5.0,2.0,3.0,950,950,2.0,0.0,1.0,400.0,0,1,0,0,0,0,1,0,1,0,0,1.0,55,55,2952.0,190.0,130000
5.0,2.0,3.0,1144,1144,2.0,3.0,2.0,796.0,1,0,0,1,1,0,0,0,1,0,0,2.0,47,47,3432.0,190.67,143000
5.0,2.0,3.0,1114,1114,2.0,0.0,2.0,451.0,0,1,0,0,1,0,0,0,1,0,0,2.0,47,47,3342.0,222.8,140000
7.0,2.0,4.0,2223,2223,2.0,4.0,3.0,516.0,1,1,0,0,1,0,0,0,1,0,0,3.0,34,34,6669.0,277.88,244000
5.0,2.0,3.0,581,1111,1.0,0.0,1.0,288.0,0,0,0,1,0,1,0,1,0,0,0,1.0,87,11,1060.0,185.17,101000
5.0,2.0,3.0,960,960,2.0,0.0,1.0,624.0,0,1,0,0,1,0,0,1,0,0,0,1.0,48,48,2880.0,192.0,125000
6.0,2.0,4.0,932,1633,2.0,3.0,3.0,460.0,0,0,1,0,0,0,1,0,1,0,0,2.5,10,10,2796.0,233.29,183000
6.0,2.0,3.0,929,2229,2.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1.0,97,59,2265.0,278.62,104000
